station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, MIN_TEMP, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND, MAX_TEMP
4.6, 4.6, 3.0, 0.0, 2014-12-23 00:00:00, 0.0, 6.5
0.0, 0.0, -0.7, 0.0, 2014-12-25 00:00:00, 0.0, 7.8
2.8, 2.8, 0.6, 0.0, 2014-12-26 00:00:00, 0.0, 5.6
0.6, 0.6, 2.8, 0.0, 2014-12-27 00:00:00, 0.0, 8.0
0.8, 0.8, 1.1, 0.0, 2014-12-28 00:00:00, 0.0, 7.2
0.0, 0.0, -3.6, 0.0, 2014-12-29 00:00:00, 0.0, 5.2
0.0, 0.0, -7.6, 0.0, 2014-12-30 00:00:00, 0.0, 2.7
0.0, 0.0, -5.5, 0.0, 2014-12-31 00:00:00, 0.0, 4.2
0.0, 0.0, -4.4, 0.0, 2015-01-01 00:00:00, 0.0, 4.3
1.5, 1.5, -1.7, 0.0, 2015-01-02 00:00:00, 0.0, 2.9
9.2, 9.2, 1.0, 0.0, 2015-01-03 00:00:00, 0.0, 3.7
23.5, 23.5, 2.8, 0.0, 2015-01-04 00:00:00, 0.0, 5.5
7.4, 7.4, 2.9, 0.0, 2015-01-05 00:00:00, 0.0, 6.5
0.4, 0.4, 5.3, 0.0, 2015-01-06 00:00:00, 0.0, 9.3
0.2, 0.2, 2.0, 0.0, 2015-01-07 00:00:00, 0.0, 8.5
0.0, 0.0, -0.4, 0.0, 2015-01-08 00:00:00, 0.0, 5.7
4.0, 4.0, -0.7, 0.0, 2015-01-09 00:00:00, 0.0, 6.7
0.2, 0.2, 4.7, 0.0, 2015-01-10 00:00:00, 0.0, 6.8
0.4, 0.4, 5.1, 0.0, 2015-01-11 00:00:00, 0.0, 7.1
1.0, 1.0, 4.8, 0.0, 2015-01-12 00:00:00, 0.0, 7.4
0.0, 0.0, 4.7, 0.0, 2015-01-13 00:00:00, 0.0, 6.7
0.0, 0.0, -1.3, 0.0, 2015-01-14 00:00:00, 0.0, 6.0
12.8, 12.8, -0.8, 0.0, 2015-01-15 00:00:00, 0.0, 9.8
0.0, 0.0, 1.0, 0.0, 2015-01-16 00:00:00, 0.0, 10.9
28.9, 28.9, 1.0, 0.0, 2015-01-17 00:00:00, 0.0, 9.4
7.5, 7.5, 3.1, 0.0, 2015-01-18 00:00:00, 0.0, 11.0
0.0, 0.0, -0.9, 0.0, 2015-01-19 00:00:00, 0.0, 10.5
0.0, 0.0, 1.1, 0.0, 2015-01-20 00:00:00, 0.0, 7.4
3.2, 3.2, -1.8, 0.0, 2015-01-21 00:00:00, 0.0, 6.1
4.6, 4.6, 4.1, 0.0, 2015-01-22 00:00:00, 0.0, 8.0
5.8, 5.8, 6.8, 0.0, 2015-01-23 00:00:00, 0.0, 12.4
0.2, 0.2, 8.3, 0.0, 2015-01-24 00:00:00, 0.0, 12.4
0.0, 0.0, 4.6, 0.0, 2015-01-25 00:00:00, 0.0, 13.2
0.0, 0.0, 1.6, 0.0, 2015-01-26 00:00:00, 0.0, 8.1
0.0, 0.0, 3.5, 0.0, 2015-01-27 00:00:00, 0.0, 10.5
0.0, 0.0, 0.5, 0.0, 2015-01-28 00:00:00, 0.0, 10.1
0.0, 0.0, 0.6, 0.0, 2015-01-29 00:00:00, 0.0, 11.3
0.0, 0.0, -2.3, 0.0, 2015-01-30 00:00:00, 0.0, 9.7
3.4, 3.4, 0.3, 0.0, 2015-01-31 00:00:00, 0.0, 8.9
0.8, 0.8, 4.2, 0.0, 2015-02-01 00:00:00, 0.0, 8.9
3.6, 3.6, 3.3, 0.0, 2015-02-02 00:00:00, 0.0, 8.2
1.8, 1.8, 5.8, 0.0, 2015-02-03 00:00:00, 0.0, 8.9
18.6, 18.6, 6.4, 0.0, 2015-02-04 00:00:00, 0.0, 8.0
38.0, 38.0, 6.3, 0.0, 2015-02-05 00:00:00, 0.0, 12.4
14.8, 14.8, 10.4, 0.0, 2015-02-06 00:00:00, 0.0, 14.9
8.4, 8.4, 8.8, 0.0, 2015-02-07 00:00:00, 0.0, 13.9
12.6, 12.6, 9.1, 0.0, 2015-02-08 00:00:00, 0.0, 11.5
12.8, 12.8, 8.4, 0.0, 2015-02-09 00:00:00, 0.0, 10.3
0.0, 0.0, 6.8, 0.0, 2015-02-10 00:00:00, 0.0, 13.0
6.2, 6.2, 5.4, 0.0, 2015-02-11 00:00:00, 0.0, 11.2
5.8, 5.8, 7.7, 0.0, 2015-02-12 00:00:00, 0.0, 9.9
1.2, 1.2, 8.6, 0.0, 2015-02-13 00:00:00, 0.0, 13.9
0.0, 0.0, 3.7, 0.0, 2015-02-14 00:00:00, 0.0, 13.4
0.0, 0.0, 0.7, 0.0, 2015-02-15 00:00:00, 0.0, 11.0
0.0, 0.0, -1.3, 0.0, 2015-02-16 00:00:00, 0.0, 11.9
0.0, 0.0, -1.2, 0.0, 2015-02-17 00:00:00, 0.0, 13.5
0.0, 0.0, 0.5, 0.0, 2015-02-18 00:00:00, 0.0, 12.9
0.6, 0.6, 1.5, 0.0, 2015-02-19 00:00:00, 0.0, 10.5
0.0, 0.0, 2.0, 0.0, 2015-02-20 00:00:00, 0.0, 10.8
0.0, 0.0, 0.2, 0.0, 2015-02-21 00:00:00, 0.0, 13.7
0.0, 0.0, -2.9, 0.0, 2015-02-22 00:00:00, 0.0, 11.7
0.0, 0.0, -1.8, 0.0, 2015-02-23 00:00:00, 0.0, 12.1
0.0, 0.0, -1.0, 0.0, 2015-02-24 00:00:00, 0.0, 11.7
1.3, 1.3, -0.6, 0.0, 2015-02-25 00:00:00, 0.0, 7.8
23.4, 23.4, 6.0, 0.0, 2015-02-26 00:00:00, 0.0, 7.6
0.0, 0.0, 4.6, 0.0, 2015-02-27 00:00:00, 0.0, 11.3
0.0, 0.0, -2.5, 0.0, 2015-02-28 00:00:00, 0.0, 11.5
6.5, 6.5, -2.1, 0.0, 2015-03-01 00:00:00, 0.0, 8.4
0.0, 0.0, 0.1, 0.0, 2015-03-02 00:00:00, 0.0, 12.6
0.0, 0.0, -4.1, 0.0, 2015-03-03 00:00:00, 0.0, 9.7
0.0, 0.0, -3.1, 0.0, 2015-03-04 00:00:00, 0.0, 10.2
0.0, 0.0, -1.1, 0.0, 2015-03-05 00:00:00, 0.0, 10.8
0.0, 0.0, 0.1, 0.0, 2015-03-06 00:00:00, 0.0, 14.0
0.0, 0.0, 0.2, 0.0, 2015-03-07 00:00:00, 0.0, 14.4
0.0, 0.0, -0.5, 0.0, 2015-03-08 00:00:00, 0.0, 13.5
0.0, 0.0, -0.7, 0.0, 2015-03-09 00:00:00, 0.0, 11.0
1.0, 1.0, -1.2, 0.0, 2015-03-10 00:00:00, 0.0, 10.3
7.6, 7.6, 6.4, 0.0, 2015-03-11 00:00:00, 0.0, 13.5
0.0, 0.0, 5.3, 0.0, 2015-03-12 00:00:00, 0.0, 17.3
3.6, 3.6, 5.0, 0.0, 2015-03-13 00:00:00, 0.0, 14.6
1.6, 1.6, 8.9, 0.0, 2015-03-14 00:00:00, 0.0, 16.2
11.0, 11.0, 5.4, 0.0, 2015-03-15 00:00:00, 0.0, 8.0
0.0, 0.0, 0.5, 0.0, 2015-03-16 00:00:00, 0.0, 12.3
0.0, 0.0, 1.2, 0.0, 2015-03-17 00:00:00, 0.0, 12.9
0.8, 0.8, 0.9, 0.0, 2015-03-18 00:00:00, 0.0, 13.1
17.6, 17.6, 7.5, 0.0, 2015-03-19 00:00:00, 0.0, 10.0
2.8, 2.8, 1.4, 0.0, 2015-03-23 00:00:00, 0.0, 10.1
5.6, 5.6, 0.7, 0.0, 2015-03-24 00:00:00, 0.0, 12.3
0.0, 0.0, 8.1, 0.0, 2015-03-26 00:00:00, 0.0, 17.5
0.2, 0.2, 6.5, 0.0, 2015-03-27 00:00:00, 0.0, 17.2
0.4, 0.4, 6.8, 0.0, 2015-03-28 00:00:00, 0.0, 14.0
9.6, 9.6, 8.9, 0.0, 2015-03-29 00:00:00, 0.0, 11.9
0.6, 0.6, 3.1, 0.0, 2015-03-31 00:00:00, 0.0, 11.7
0.4, 0.4, -1.2, 0.0, 2015-04-01 00:00:00, 0.0, 11.9
0.2, 0.2, 0.1, 0.0, 2015-04-02 00:00:00, 0.0, 11.6
0.6, 0.6, 4.8, 0.0, 2015-04-03 00:00:00, 0.0, 11.0
7.6, 7.6, 2.0, 0.0, 2015-04-04 00:00:00, 0.0, 10.1
0.0, 0.0, 0.3, 0.0, 2015-04-05 00:00:00, 0.0, 13.5
0.0, 0.0, 1.4, 0.0, 2015-04-06 00:00:00, 0.0, 13.6
0.0, 0.0, 2.1, 0.0, 2015-04-07 00:00:00, 0.0, 15.8
0.0, 0.0, 0.3, 0.0, 2015-04-08 00:00:00, 0.0, 17.0
0.0, 0.0, 4.4, 0.0, 2015-04-09 00:00:00, 0.0, 17.0
3.7, 3.7, 3.6, 0.0, 2015-04-10 00:00:00, 0.0, 12.9
0.0, 0.0, 0.3, 0.0, 2015-04-11 00:00:00, 0.0, 12.8
2.0, 2.0, 1.6, 0.0, 2015-04-12 00:00:00, 0.0, 11.3
1.6, 1.6, 6.1, 0.0, 2015-04-13 00:00:00, 0.0, 9.4
1.2, 1.2, 1.4, 0.0, 2015-04-14 00:00:00, 0.0, 11.5
0.0, 0.0, -0.1, 0.0, 2015-04-15 00:00:00, 0.0, 12.5
0.0, 0.0, 1.5, 0.0, 2015-04-16 00:00:00, 0.0, 16.7
0.0, 0.0, 5.3, 0.0, 2015-04-17 00:00:00, 0.0, 17.6
0.0, 0.0, 6.9, 0.0, 2015-04-18 00:00:00, 0.0, 16.8
0.0, 0.0, 4.1, 0.0, 2015-04-19 00:00:00, 0.0, 20.4
0.0, 0.0, 4.2, 0.0, 2015-04-20 00:00:00, 0.0, 21.7
2.1, 2.1, 5.3, 0.0, 2015-04-21 00:00:00, 0.0, 16.2
2.2, 2.2, 2.8, 0.0, 2015-04-22 00:00:00, 0.0, 13.2
3.6, 3.6, 5.6, 0.0, 2015-04-23 00:00:00, 0.0, 12.1
15.8, 15.8, 4.4, 0.0, 2015-04-24 00:00:00, 0.0, 10.3
2.6, 2.6, 4.8, 0.0, 2015-04-25 00:00:00, 0.0, 12.6
0.2, 0.2, 8.0, 0.0, 2015-04-28 00:00:00, 0.0, 15.5
0.0, 0.0, 2.5, 0.0, 2015-04-29 00:00:00, 0.0, 16.2
0.0, 0.0, 4.4, 0.0, 2015-04-30 00:00:00, 0.0, 14.6
0.0, 0.0, 7.6, 0.0, 2015-05-01 00:00:00, 0.0, 17.2
0.0, 0.0, 6.8, 0.0, 2015-05-02 00:00:00, 0.0, 16.0
0.0, 0.0, 1.9, 0.0, 2015-05-03 00:00:00, 0.0, 19.2
0.8, 0.8, 3.1, 0.0, 2015-05-04 00:00:00, 0.0, 16.8
1.0, 1.0, 5.1, 0.0, 2015-05-05 00:00:00, 0.0, 13.4
0.0, 0.0, 4.3, 0.0, 2015-05-06 00:00:00, 0.0, 17.0
0.0, 0.0, 3.7, 0.0, 2015-05-07 00:00:00, 0.0, 20.4
0.0, 0.0, 5.6, 0.0, 2015-05-08 00:00:00, 0.0, 24.2
0.0, 0.0, 8.2, 0.0, 2015-05-09 00:00:00, 0.0, 22.8
0.0, 0.0, 8.5, 0.0, 2015-05-10 00:00:00, 0.0, 20.2
0.6, 0.6, 10.6, 0.0, 2015-05-11 00:00:00, 0.0, 19.0
0.0, 0.0, 9.3, 0.0, 2015-05-12 00:00:00, 0.0, 19.6
2.2, 2.2, 11.3, 0.0, 2015-05-13 00:00:00, 0.0, 17.2
0.0, 0.0, 10.6, 0.0, 2015-05-14 00:00:00, 0.0, 18.4
0.0, 0.0, 6.7, 0.0, 2015-05-15 00:00:00, 0.0, 18.9
0.0, 0.0, 13.2, 0.0, 2015-05-16 00:00:00, 0.0, 20.6
0.0, 0.0, 10.0, 0.0, 2015-05-17 00:00:00, 0.0, 20.8
0.0, 0.0, 10.1, 0.0, 2015-05-18 00:00:00, 0.0, 24.5
0.0, 0.0, 10.0, 0.0, 2015-05-19 00:00:00, 0.0, 24.2
0.0, 0.0, 8.7, 0.0, 2015-05-20 00:00:00, 0.0, 25.6
0.4, 0.4, 10.3, 0.0, 2015-05-21 00:00:00, 0.0, 26.0
0.0, 0.0, 12.5, 0.0, 2015-05-22 00:00:00, 0.0, 22.7
0.0, 0.0, 10.0, 0.0, 2015-05-23 00:00:00, 0.0, 19.8
0.0, 0.0, 12.2, 0.0, 2015-05-24 00:00:00, 0.0, 19.8
0.0, 0.0, 9.3, 0.0, 2015-05-25 00:00:00, 0.0, 18.8
0.0, 0.0, 11.3, 0.0, 2015-05-26 00:00:00, 0.0, 21.6
0.0, 0.0, 10.0, 0.0, 2015-05-27 00:00:00, 0.0, 23.3
0.0, 0.0, 10.7, 0.0, 2015-05-28 00:00:00, 0.0, 26.1
0.0, 0.0, 11.6, 0.0, 2015-05-29 00:00:00, 0.0, 24.8
0.0, 0.0, 8.1, 0.0, 2015-05-30 00:00:00, 0.0, 22.1
0.0, 0.0, 8.7, 0.0, 2015-05-31 00:00:00, 0.0, 23.4
5.6, 5.6, 11.6, 0.0, 2015-06-01 00:00:00, 0.0, 21.8
0.4, 0.4, 11.8, 0.0, 2015-06-02 00:00:00, 0.0, 17.2
0.0, 0.0, 12.5, 0.0, 2015-06-03 00:00:00, 0.0, 18.0
0.0, 0.0, 10.7, 0.0, 2015-06-04 00:00:00, 0.0, 23.2
0.0, 0.0, 10.7, 0.0, 2015-06-05 00:00:00, 0.0, 27.2
0.0, 0.0, 12.0, 0.0, 2015-06-06 00:00:00, 0.0, 28.7
0.0, 0.0, 13.7, 0.0, 2015-06-07 00:00:00, 0.0, 30.1
0.0, 0.0, 12.6, 0.0, 2015-06-08 00:00:00, 0.0, 29.3
0.0, 0.0, 13.9, 0.0, 2015-06-09 00:00:00, 0.0, 26.7
0.0, 0.0, 9.2, 0.0, 2015-06-10 00:00:00, 0.0, 25.9
0.0, 0.0, 8.0, 0.0, 2015-06-11 00:00:00, 0.0, 22.8
0.0, 0.0, 12.7, 0.0, 2015-06-12 00:00:00, 0.0, 21.7
0.0, 0.0, 8.9, 0.0, 2015-06-13 00:00:00, 0.0, 21.8
0.0, 0.0, 8.0, 0.0, 2015-06-14 00:00:00, 0.0, 26.8
0.0, 0.0, 11.3, 0.0, 2015-06-15 00:00:00, 0.0, 28.0
0.0, 0.0, 8.8, 0.0, 2015-06-16 00:00:00, 0.0, 23.4
0.0, 0.0, 9.4, 0.0, 2015-06-17 00:00:00, 0.0, 22.7
0.0, 0.0, 13.1, 0.0, 2015-06-18 00:00:00, 0.0, 21.6
0.0, 0.0, 9.8, 0.0, 2015-06-19 00:00:00, 0.0, 21.4
0.0, 0.0, 11.6, 0.0, 2015-06-20 00:00:00, 0.0, 21.9
0.0, 0.0, 9.3, 0.0, 2015-06-21 00:00:00, 0.0, 26.7
0.0, 0.0, 9.3, 0.0, 2015-06-22 00:00:00, 0.0, 25.4
0.0, 0.0, 8.8, 0.0, 2015-06-23 00:00:00, 0.0, 25.1
0.6, 0.6, 13.7, 0.0, 2015-06-24 00:00:00, 0.0, 21.6
0.0, 0.0, 13.4, 0.0, 2015-06-25 00:00:00, 0.0, 27.9
0.0, 0.0, 15.2, 0.0, 2015-06-26 00:00:00, 0.0, 30.9
0.0, 0.0, 16.5, 0.0, 2015-06-27 00:00:00, 0.0, 34.6
1.0, 1.0, 17.9, 0.0, 2015-06-28 00:00:00, 0.0, 30.5
0.0, 0.0, 16.2, 0.0, 2015-06-29 00:00:00, 0.0, 31.3
0.0, 0.0, 15.4, 0.0, 2015-06-30 00:00:00, 0.0, 29.0
0.0, 0.0, 16.9, 0.0, 2015-07-01 00:00:00, 0.0, 31.3
0.0, 0.0, 17.7, 0.0, 2015-07-02 00:00:00, 0.0, 33.8
0.0, 0.0, 17.0, 0.0, 2015-07-03 00:00:00, 0.0, 33.3
0.0, 0.0, 13.4, 0.0, 2015-07-04 00:00:00, 0.0, 33.2
0.0, 0.0, 15.0, 0.0, 2015-07-05 00:00:00, 0.0, 31.5
0.0, 0.0, 13.0, 0.0, 2015-07-06 00:00:00, 0.0, 27.3
0.0, 0.0, 12.4, 0.0, 2015-07-07 00:00:00, 0.0, 26.1
0.0, 0.0, 12.8, 0.0, 2015-07-08 00:00:00, 0.0, 30.0
0.0, 0.0, 13.2, 0.0, 2015-07-09 00:00:00, 0.0, 31.1
0.0, 0.0, 14.4, 0.0, 2015-07-10 00:00:00, 0.0, 23.4
1.8, 1.8, 14.7, 0.0, 2015-07-11 00:00:00, 0.0, 18.8
5.2, 5.2, 15.5, 0.0, 2015-07-12 00:00:00, 0.0, 21.2
0.0, 0.0, 12.6, 0.0, 2015-07-13 00:00:00, 0.0, 24.1
0.0, 0.0, 15.0, 0.0, 2015-07-14 00:00:00, 0.0, 27.0
0.0, 0.0, 16.2, 0.0, 2015-07-19 00:00:00, 0.0, 32.1
0.0, 0.0, 14.1, 0.0, 2015-07-20 00:00:00, 0.0, 26.4
0.0, 0.0, 14.5, 0.0, 2015-07-21 00:00:00, 0.0, 23.1
0.0, 0.0, 12.0, 0.0, 2015-07-22 00:00:00, 0.0, 22.2
7.2, 7.2, 12.9, 0.0, 2015-07-23 00:00:00, 0.0, 23.9
8.4, 8.4, 12.6, 0.0, 2015-07-24 00:00:00, 0.0, 19.9
0.8, 0.8, 12.0, 0.0, 2015-07-25 00:00:00, 0.0, 20.7
1.8, 1.8, 13.4, 0.0, 2015-07-26 00:00:00, 0.0, 20.3
0.0, 0.0, 10.2, 0.0, 2015-07-27 00:00:00, 0.0, 23.3
0.0, 0.0, 11.1, 0.0, 2015-07-28 00:00:00, 0.0, 26.3
0.0, 0.0, 11.8, 0.0, 2015-07-29 00:00:00, 0.0, 29.8
0.0, 0.0, 12.8, 0.0, 2015-07-30 00:00:00, 0.0, 32.1
0.0, 0.0, 12.1, 0.0, 2015-07-31 00:00:00, 0.0, 30.8
0.0, 0.0, 12.5, 0.0, 2015-08-01 00:00:00, 0.0, 31.2
0.0, 0.0, 13.7, 0.0, 2015-08-02 00:00:00, 0.0, 29.5
0.0, 0.0, 11.7, 0.0, 2015-08-03 00:00:00, 0.0, 26.8
0.0, 0.0, 11.0, 0.0, 2015-08-04 00:00:00, 0.0, 23.9
0.4, 0.4, 13.1, 0.0, 2015-08-05 00:00:00, 0.0, 19.7
0.0, 0.0, 14.5, 0.0, 2015-08-06 00:00:00, 0.0, 23.3
0.0, 0.0, 10.9, 0.0, 2015-08-07 00:00:00, 0.0, 24.7
2.2, 2.2, 11.7, 0.0, 2015-08-08 00:00:00, 0.0, 21.5
0.0, 0.0, 13.3, 0.0, 2015-08-09 00:00:00, 0.0, 24.7
0.0, 0.0, 12.2, 0.0, 2015-08-10 00:00:00, 0.0, 26.7
0.0, 0.0, 13.4, 0.0, 2015-08-11 00:00:00, 0.0, 32.4
0.0, 0.0, 12.3, 0.0, 2015-08-12 00:00:00, 0.0, 32.6
0.0, 0.0, 13.1, 0.0, 2015-08-13 00:00:00, 0.0, 28.1
0.0, 0.0, 12.9, 0.0, 2015-08-14 00:00:00, 0.0, 22.9
0.0, 0.0, 13.1, 0.0, 2015-08-15 00:00:00, 0.0, 20.7
0.0, 0.0, 10.2, 0.0, 2015-08-16 00:00:00, 0.0, 24.8
0.0, 0.0, 10.7, 0.0, 2015-08-17 00:00:00, 0.0, 27.1
0.0, 0.0, 13.2, 0.0, 2015-08-18 00:00:00, 0.0, 31.4
0.0, 0.0, 16.4, 0.0, 2015-08-19 00:00:00, 0.0, 28.6
0.0, 0.0, 12.2, 0.0, 2015-08-20 00:00:00, 0.0, 23.3
0.0, 0.0, 14.1, 0.0, 2015-08-21 00:00:00, 0.0, 23.6
0.0, 0.0, 8.7, 0.0, 2015-08-22 00:00:00, 0.0, 27.1
0.0, 0.0, 5.9, 0.0, 2015-08-23 00:00:00, 0.0, 27.0
0.0, 0.0, 7.4, 0.0, 2015-08-24 00:00:00, 0.0, 22.5
0.0, 0.0, 11.3, 0.0, 2015-08-25 00:00:00, 0.0, 24.1
0.0, 0.0, 9.4, 0.0, 2015-08-26 00:00:00, 0.0, 25.5
1.4, 1.4, 12.1, 0.0, 2015-08-27 00:00:00, 0.0, 26.6
8.7, 8.7, 15.4, 0.0, 2015-08-28 00:00:00, 0.0, 23.2
6.8, 6.8, 15.7, 0.0, 2015-08-29 00:00:00, 0.0, 21.4
0.6, 0.6, 12.3, 0.0, 2015-08-30 00:00:00, 0.0, 21.0
1.0, 1.0, 13.4, 0.0, 2015-08-31 00:00:00, 0.0, 20.9
1.0, 1.0, 10.6, 0.0, 2015-09-01 00:00:00, 0.0, 18.0
4.4, 4.4, 8.1, 0.0, 2015-09-02 00:00:00, 0.0, 18.4
7.2, 7.2, 5.3, 0.0, 2015-09-03 00:00:00, 0.0, 15.5
0.0, 0.0, 7.8, 0.0, 2015-09-04 00:00:00, 0.0, 20.1
7.2, 7.2, 5.5, 0.0, 2015-09-05 00:00:00, 0.0, 19.6
0.5, 0.5, 10.6, 0.0, 2015-09-06 00:00:00, 0.0, 17.8
0.4, 0.4, 8.8, 0.0, 2015-09-07 00:00:00, 0.0, 19.6
0.0, 0.0, 13.0, 0.0, 2015-09-08 00:00:00, 0.0, 21.0
0.0, 0.0, 11.2, 0.0, 2015-09-09 00:00:00, 0.0, 23.1
0.0, 0.0, 10.5, 0.0, 2015-09-10 00:00:00, 0.0, 24.9
0.0, 0.0, 14.4, 0.0, 2015-09-11 00:00:00, 0.0, 26.3
0.0, 0.0, 10.6, 0.0, 2015-09-12 00:00:00, 0.0, 27.3
0.0, 0.0, 13.3, 0.0, 2015-09-13 00:00:00, 0.0, 19.7
0.8, 0.8, 6.5, 0.0, 2015-09-14 00:00:00, 0.0, 16.9
1.0, 1.0, 7.0, 0.0, 2015-09-15 00:00:00, 0.0, 16.8
3.8, 3.8, 10.4, 0.0, 2015-09-16 00:00:00, 0.0, 17.1
0.9, 0.9, 11.4, 0.0, 2015-09-17 00:00:00, 0.0, 16.0
0.0, 0.0, 14.5, 0.0, 2015-09-20 00:00:00, 0.0, 25.2
0.8, 0.8, 5.1, 0.0, 2015-09-21 00:00:00, 0.0, 17.8
0.0, 0.0, 5.2, 0.0, 2015-09-22 00:00:00, 0.0, 17.7
0.8, 0.8, 3.1, 0.0, 2015-09-23 00:00:00, 0.0, 16.9
6.2, 6.2, 8.5, 0.0, 2015-09-24 00:00:00, 0.0, 16.3
0.0, 0.0, 10.4, 0.0, 2015-09-25 00:00:00, 0.0, 16.9
0.0, 0.0, 6.0, 0.0, 2015-09-26 00:00:00, 0.0, 17.1
0.0, 0.0, 4.4, 0.0, 2015-09-27 00:00:00, 0.0, 18.0
0.0, 0.0, 6.4, 0.0, 2015-09-28 00:00:00, 0.0, 20.3
0.0, 0.0, 5.7, 0.0, 2015-09-29 00:00:00, 0.0, 20.9
0.0, 0.0, 5.3, 0.0, 2015-09-30 00:00:00, 0.0, 21.3
0.0, 0.0, 4.9, 0.0, 2015-10-03 00:00:00, 0.0, 20.9
0.0, 0.0, 4.6, 0.0, 2015-10-04 00:00:00, 0.0, 20.9
0.0, 0.0, 3.9, 0.0, 2015-10-05 00:00:00, 0.0, 21.2
2.8, 2.8, 6.5, 0.0, 2015-10-06 00:00:00, 0.0, 17.7
4.2, 4.2, 11.9, 0.0, 2015-10-07 00:00:00, 0.0, 14.1
0.2, 0.2, 13.0, 0.0, 2015-10-08 00:00:00, 0.0, 16.5
2.2, 2.2, 12.6, 0.0, 2015-10-09 00:00:00, 0.0, 19.2
12.0, 12.0, 13.7, 0.0, 2015-10-10 00:00:00, 0.0, 18.2
0.0, 0.0, 4.9, 0.0, 2015-10-11 00:00:00, 0.0, 15.1
3.0, 3.0, 9.2, 0.0, 2015-10-12 00:00:00, 0.0, 13.7
0.0, 0.0, 8.1, 0.0, 2015-10-13 00:00:00, 0.0, 15.5
0.0, 0.0, 3.6, 0.0, 2015-10-14 00:00:00, 0.0, 16.0
0.0, 0.0, 5.2, 0.0, 2015-10-15 00:00:00, 0.0, 18.8
0.2, 0.2, 3.7, 0.0, 2015-10-16 00:00:00, 0.0, 20.5
0.4, 0.4, 10.2, 0.0, 2015-10-17 00:00:00, 0.0, 17.1
0.4, 0.4, 12.6, 0.0, 2015-10-18 00:00:00, 0.0, 15.1
2.6, 2.6, 10.1, 0.0, 2015-10-19 00:00:00, 0.0, 13.6
0.0, 0.0, 3.6, 0.0, 2015-10-20 00:00:00, 0.0, 15.5
0.0, 0.0, 3.2, 0.0, 2015-10-23 00:00:00, 0.0, 14.1
0.6, 0.6, 2.4, 0.0, 2015-10-24 00:00:00, 0.0, 11.6
5.6, 5.6, 4.1, 0.0, 2015-10-25 00:00:00, 0.0, 14.6
5.0, 5.0, 7.5, 0.0, 2015-10-29 00:00:00, 0.0, 12.4
22.0, 22.0, 10.1, 0.0, 2015-10-30 00:00:00, 0.0, 15.4
14.0, 14.0, 9.0, 0.0, 2015-10-31 00:00:00, 0.0, 15.9
14.5, 14.5, 4.1, 0.0, 2015-11-01 00:00:00, 0.0, 9.9
0.0, 0.0, 2.5, 0.0, 2015-11-02 00:00:00, 0.0, 10.8
0.0, 0.0, 3.9, 0.0, 2015-11-03 00:00:00, 0.0, 12.2
0.4, 0.4, 1.1, 0.0, 2015-11-04 00:00:00, 0.0, 9.8
0.8, 0.8, 5.8, 0.0, 2015-11-05 00:00:00, 0.0, 11.7
12.0, 12.0, 2.7, 0.0, 2015-11-06 00:00:00, 0.0, 12.0
5.8, 5.8, 7.9, 0.0, 2015-11-07 00:00:00, 0.0, 12.0
0.8, 0.8, 1.7, 0.0, 2015-11-08 00:00:00, 0.0, 9.7
0.4, 0.4, 3.5, 0.0, 2015-11-09 00:00:00, 0.0, 12.4
6.8, 6.8, -0.8, 0.0, 2015-11-10 00:00:00, 0.0, 8.7
0.0, 0.0, 0.3, 0.0, 2015-11-11 00:00:00, 0.0, 10.8
24.8, 24.8, -0.8, 0.0, 2015-11-12 00:00:00, 0.0, 9.4
0.0, 0.0, 6.5, 0.0, 2015-11-13 00:00:00, 0.0, 12.7
10.0, 10.0, 4.2, 0.0, 2015-11-14 00:00:00, 0.0, 9.3
0.0, 0.0, 2.7, 0.0, 2015-11-15 00:00:00, 0.0, 8.8
11.0, 11.0, -2.6, 0.0, 2015-11-16 00:00:00, 0.0, 6.3
10.2, 10.2, 3.7, 0.0, 2015-11-17 00:00:00, 0.0, 14.3
0.0, 0.0, -1.0, 0.0, 2015-11-18 00:00:00, 0.0, 7.1
0.0, 0.0, 0.3, 0.0, 2015-11-19 00:00:00, 0.0, 8.4
0.0, 0.0, -3.3, 0.0, 2015-11-20 00:00:00, 0.0, 7.2
0.0, 0.0, -3.9, 0.0, 2015-11-21 00:00:00, 0.0, 7.4
0.4, 0.4, -2.3, 0.0, 2015-11-22 00:00:00, 0.0, 7.7
12.4, 12.4, 2.5, 0.0, 2015-11-23 00:00:00, 0.0, 5.4
0.0, 0.0, -0.1, 0.0, 2015-11-24 00:00:00, 0.0, 7.8
0.0, 0.0, -5.0, 0.0, 2015-11-25 00:00:00, 0.0, 7.9
0.0, 0.0, -4.3, 0.0, 2015-11-26 00:00:00, 0.0, 7.8
0.0, 0.0, -4.8, 0.0, 2015-11-27 00:00:00, 0.0, 7.7
0.0, 0.0, -5.6, 0.0, 2015-11-28 00:00:00, 0.0, 6.2
0.0, 0.0, -4.4, 0.0, 2015-11-29 00:00:00, 0.0, 2.9
0.8, 0.8, -5.5, 0.0, 2015-11-30 00:00:00, 0.0, 6.2
16.2, 16.2, 1.6, 0.0, 2015-12-01 00:00:00, 0.0, 7.9
