station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, MIN_TEMP, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND, MAX_TEMP
0.0, 0.0, 5.0, 0.0, 2019-11-20 00:00:00, 0.0, 8.0
6.8, 6.8, 6.0, 0.0, 2019-11-21 00:00:00, 0.0, 10.0
75.0, 75.0, 9.0, 0.0, 2019-11-22 00:00:00, 0.0, 11.0
35.6, 35.6, 8.0, 0.0, 2019-11-23 00:00:00, 0.0, 11.5
2.0, 2.0, 9.0, 0.0, 2019-11-24 00:00:00, 0.0, 10.0
10.4, 10.4, 4.0, 0.0, 2019-11-25 00:00:00, 0.0, 6.5
0.4, 0.4, 3.0, 0.0, 2019-11-26 00:00:00, 0.0, 7.0
0.0, 0.0, 1.0, 0.0, 2019-11-27 00:00:00, 0.0, 4.5
0.0, 0.0, 1.0, 0.0, 2019-11-28 00:00:00, 0.0, 6.5
0.0, 0.0, 2.5, 0.0, 2019-11-29 00:00:00, 0.0, 4.5
0.0, 0.0, 2.5, 0.0, 2019-11-30 00:00:00, 0.0, 4.5
0.0, 0.0, 1.0, 0.0, 2019-12-01 00:00:00, 0.0, 7.0
11.8, 11.8, 4.0, 0.0, 2019-12-02 00:00:00, 0.0, 8.0
18.2, 18.2, 6.5, 0.0, 2019-12-03 00:00:00, 0.0, 7.0
0.6, 0.6, 3.0, 0.0, 2019-12-04 00:00:00, 0.0, 5.5
7.8, 7.8, 2.0, 0.0, 2019-12-05 00:00:00, 0.0, 4.0
40.0, 40.0, 3.5, 0.0, 2019-12-06 00:00:00, 0.0, 5.5
0.0, 0.0, 2.5, 0.0, 2019-12-07 00:00:00, 0.0, 7.0
0.0, 0.0, 2.5, 0.0, 2019-12-08 00:00:00, 0.0, 5.0
0.0, 0.0, 3.5, 0.0, 2019-12-09 00:00:00, 0.0, 5.0
0.4, 0.4, 4.5, 0.0, 2019-12-10 00:00:00, 0.0, 8.0
10.0, 10.0, 6.5, 0.0, 2019-12-11 00:00:00, 0.0, 8.5
16.8, 16.8, 6.5, 0.0, 2019-12-12 00:00:00, 0.0, 8.0
0.4, 0.4, 6.0, 0.0, 2019-12-13 00:00:00, 0.0, 7.0
0.0, 0.0, 2.0, 0.0, 2019-12-14 00:00:00, 0.0, 4.0
4.8, 4.8, 1.5, 0.0, 2019-12-15 00:00:00, 0.0, 7.0
26.0, 26.0, 5.0, 0.0, 2019-12-16 00:00:00, 0.0, 10.0
1.0, 1.0, 6.0, 0.0, 2019-12-17 00:00:00, 0.0, 9.0
12.6, 12.6, 6.5, 0.0, 2019-12-18 00:00:00, 0.0, 8.5
5.0, 5.0, 5.0, 0.0, 2019-12-19 00:00:00, 0.0, 7.5
14.2, 14.2, 5.0, 0.0, 2019-12-20 00:00:00, 0.0, 7.5
14.8, 14.8, 5.0, 0.0, 2019-12-21 00:00:00, 0.0, 7.0
0.4, 0.4, 4.5, 0.0, 2019-12-22 00:00:00, 0.0, 6.5
0.2, 0.2, 4.0, 0.0, 2019-12-23 00:00:00, 0.0, 8.5
6.4, 6.4, 5.0, 0.0, 2019-12-24 00:00:00, 0.0, 6.0
0.0, 0.0, 4.0, 0.0, 2019-12-25 00:00:00, 0.0, 7.0
4.0, 4.0, 4.0, 0.0, 2019-12-26 00:00:00, 0.0, 8.0
1.2, 1.2, 5.0, 0.0, 2019-12-27 00:00:00, 0.0, 9.5
0.4, 0.4, 6.0, 0.0, 2019-12-28 00:00:00, 0.0, 10.5
2.6, 2.6, 6.0, 0.0, 2019-12-29 00:00:00, 0.0, 9.0
63.4, 63.4, 7.0, 0.0, 2019-12-30 00:00:00, 0.0, 8.5
34.0, 34.0, 7.0, 0.0, 2019-12-31 00:00:00, 0.0, 8.5
1.2, 1.2, 5.5, 0.0, 2020-01-01 00:00:00, 0.0, 9.0
17.2, 17.2, 2.0, 0.0, 2020-01-02 00:00:00, 0.0, 7.5
46.0, 46.0, 2.0, 0.0, 2020-01-03 00:00:00, 0.0, 9.0
14.8, 14.8, 3.5, 0.0, 2020-01-04 00:00:00, 0.0, 8.0
11.8, 11.8, 0.0, 0.0, 2020-01-05 00:00:00, 0.0, 6.0
9.6, 9.6, 1.0, 0.0, 2020-01-06 00:00:00, 0.0, 5.0
9.4, 9.4, 2.5, 0.0, 2020-01-07 00:00:00, 0.0, 5.0
10.8, 6.2, 0.5, 4.6, 2020-01-08 00:00:00, 0.0, 3.0
7.8, 7.8, 1.0, 0.0, 2020-01-09 00:00:00, 0.0, 7.0
11.0, 11.0, 4.0, 0.0, 2020-01-10 00:00:00, 0.0, 6.0
7.4, 6.4, 2.0, 1.0, 2020-01-11 00:00:00, 0.0, 5.0
0.0, 0.0, -6.5, 0.0, 2020-01-12 00:00:00, 1.0, 1.0
0.0, 0.0, -9.0, 0.0, 2020-01-13 00:00:00, 0.0, -4.5
0.0, 0.0, -9.5, 0.0, 2020-01-14 00:00:00, 0.0, -6.0
3.0, 0.0, -9.0, 3.0, 2020-01-15 00:00:00, 0.0, -5.5
0.0, 0.0, -7.0, 0.0, 2020-01-16 00:00:00, 3.0, -3.0
0.0, 0.0, -4.0, 0.0, 2020-01-17 00:00:00, 0.0, 3.0
22.6, 22.6, 0.0, 0.0, 2020-01-18 00:00:00, 0.0, 7.0
58.2, 58.2, 5.0, 0.0, 2020-01-19 00:00:00, 0.0, 8.0
27.6, 27.6, 5.5, 0.0, 2020-01-20 00:00:00, 0.0, 8.0
10.6, 10.6, 6.0, 0.0, 2020-01-21 00:00:00, 0.0, 7.0
14.8, 14.8, 5.5, 0.0, 2020-01-22 00:00:00, 0.0, 7.5
10.0, 10.0, 7.0, 0.0, 2020-01-23 00:00:00, 0.0, 8.0
2.2, 2.2, 6.0, 0.0, 2020-01-24 00:00:00, 0.0, 8.0
1.0, 1.0, 7.0, 0.0, 2020-01-25 00:00:00, 0.0, 9.0
12.0, 12.0, 4.5, 0.0, 2020-01-26 00:00:00, 0.0, 8.0
19.2, 19.2, 2.0, 0.0, 2020-01-27 00:00:00, 0.0, 7.0
7.6, 7.6, 4.5, 0.0, 2020-01-28 00:00:00, 0.0, 9.0
11.0, 11.0, 5.5, 0.0, 2020-01-29 00:00:00, 0.0, 8.0
12.0, 12.0, 6.0, 0.0, 2020-01-30 00:00:00, 0.0, 7.5
20.0, 20.0, 4.5, 0.0, 2020-01-31 00:00:00, 0.0, 9.5
6.4, 6.4, 4.0, 0.0, 2020-02-01 00:00:00, 0.0, 7.5
1.8, 1.8, 2.5, 0.0, 2020-02-02 00:00:00, 0.0, 5.0
11.4, 11.4, 1.0, 0.0, 2020-02-03 00:00:00, 0.0, 4.0
25.2, 25.2, 2.0, 0.0, 2020-02-04 00:00:00, 0.0, 6.0
6.0, 6.0, 5.0, 0.0, 2020-02-05 00:00:00, 0.0, 8.0
2.0, 2.0, 5.5, 0.0, 2020-02-06 00:00:00, 0.0, 7.0
14.0, 14.0, 2.5, 0.0, 2020-02-07 00:00:00, 0.0, 4.5
0.0, 0.0, 3.0, 0.0, 2020-02-08 00:00:00, 0.0, 6.5
0.0, 0.0, 4.0, 0.0, 2020-02-09 00:00:00, 0.0, 7.0
2.2, 2.2, 4.0, 0.0, 2020-02-10 00:00:00, 0.0, 8.0
0.6, 0.6, 5.0, 0.0, 2020-02-11 00:00:00, 0.0, 7.5
16.6, 16.6, 3.0, 0.0, 2020-02-12 00:00:00, 0.0, 7.0
2.4, 2.4, 4.5, 0.0, 2020-02-13 00:00:00, 0.0, 8.0
9.2, 9.2, 4.0, 0.0, 2020-02-14 00:00:00, 0.0, 7.0
4.6, 4.6, 5.0, 0.0, 2020-02-15 00:00:00, 0.0, 8.5
2.2, 2.2, 4.0, 0.0, 2020-02-16 00:00:00, 0.0, 8.5
1.2, 1.2, 3.5, 0.0, 2020-02-17 00:00:00, 0.0, 7.0
0.0, 0.0, 1.5, 0.0, 2020-02-18 00:00:00, 0.0, 5.5
7.8, 7.8, 3.5, 0.0, 2020-02-19 00:00:00, 0.0, 6.0
3.4, 3.4, 5.0, 0.0, 2020-02-20 00:00:00, 0.0, 7.5
19.8, 19.8, 5.5, 0.0, 2020-02-21 00:00:00, 0.0, 7.5
6.4, 6.4, 3.0, 0.0, 2020-02-22 00:00:00, 0.0, 8.0
6.6, 6.6, 3.0, 0.0, 2020-02-23 00:00:00, 0.0, 8.0
5.2, 5.2, 1.5, 0.0, 2020-02-24 00:00:00, 0.0, 6.0
10.4, 10.4, 3.5, 0.0, 2020-02-25 00:00:00, 0.0, 8.0
31.4, 31.4, 5.0, 0.0, 2020-02-26 00:00:00, 0.0, 7.0
4.6, 4.6, 6.5, 0.0, 2020-02-27 00:00:00, 0.0, 8.0
12.8, 12.8, 2.0, 0.0, 2020-02-28 00:00:00, 0.0, 7.0
0.0, 0.0, 4.0, 0.0, 2020-02-29 00:00:00, 0.0, 8.0
38.8, 38.8, 3.5, 0.0, 2020-03-01 00:00:00, 0.0, 7.5
12.2, 12.2, 5.0, 0.0, 2020-03-02 00:00:00, 0.0, 7.5
4.2, 4.2, 5.0, 0.0, 2020-03-03 00:00:00, 0.0, 8.0
12.4, 12.4, 3.0, 0.0, 2020-03-04 00:00:00, 0.0, 6.0
4.6, 4.6, 2.0, 0.0, 2020-03-05 00:00:00, 0.0, 6.5
11.2, 7.6, 1.5, 3.6, 2020-03-06 00:00:00, 0.0, 3.0
1.0, 1.0, 1.5, 0.0, 2020-03-07 00:00:00, 0.0, 7.0
1.4, 1.4, 2.0, 0.0, 2020-03-08 00:00:00, 0.0, 5.5
43.8, 43.8, 3.0, 0.0, 2020-03-09 00:00:00, 0.0, 6.0
26.6, 26.6, 2.5, 0.0, 2020-03-10 00:00:00, 0.0, 7.5
0.2, 0.2, 4.5, 0.0, 2020-03-11 00:00:00, 0.0, 8.0
0.0, 0.0, 3.0, 0.0, 2020-03-12 00:00:00, 0.0, 5.5
0.0, 0.0, 0.5, 0.0, 2020-03-13 00:00:00, 0.0, 3.0
0.0, 0.0, -9.0, 0.0, 2020-03-14 00:00:00, 0.0, 4.0
0.0, 0.0, 0.0, 0.0, 2020-03-15 00:00:00, 0.0, 10.0
0.0, 0.0, 1.0, 0.0, 2020-03-16 00:00:00, 0.0, 9.0
0.0, 0.0, 3.0, 0.0, 2020-03-17 00:00:00, 0.0, 10.0
0.0, 0.0, 4.0, 0.0, 2020-03-18 00:00:00, 0.0, 11.0
0.0, 0.0, 5.0, 0.0, 2020-03-19 00:00:00, 0.0, 10.0
0.0, 0.0, 5.0, 0.0, 2020-03-20 00:00:00, 0.0, 11.0
0.0, 0.0, 5.0, 0.0, 2020-03-21 00:00:00, 0.0, 10.0
2.0, 2.0, 6.0, 0.0, 2020-03-22 00:00:00, 0.0, 7.0
0.0, 0.0, 3.0, 0.0, 2020-03-23 00:00:00, 0.0, 9.0
0.0, 0.0, 5.0, 0.0, 2020-03-24 00:00:00, 0.0, 10.0
2.6, 2.6, 3.0, 0.0, 2020-03-25 00:00:00, 0.0, 10.0
34.0, 34.0, 5.0, 0.0, 2020-03-26 00:00:00, 0.0, 7.0
16.6, 16.6, 5.5, 0.0, 2020-03-27 00:00:00, 0.0, 7.0
16.0, 16.0, 5.0, 0.0, 2020-03-28 00:00:00, 0.0, 7.0
7.0, 7.0, 6.0, 0.0, 2020-03-29 00:00:00, 0.0, 7.5
20.6, 20.6, 3.0, 0.0, 2020-03-30 00:00:00, 0.0, 8.0
0.0, 0.0, 2.0, 0.0, 2020-03-31 00:00:00, 0.0, 6.0
0.0, 0.0, -5.0, 0.0, 2020-04-01 00:00:00, 0.0, 7.0
0.0, 0.0, 1.0, 0.0, 2020-04-02 00:00:00, 0.0, 7.0
0.0, 0.0, 1.0, 0.0, 2020-04-03 00:00:00, 0.0, 7.0
0.0, 0.0, 3.0, 0.0, 2020-04-04 00:00:00, 0.0, 7.0
0.0, 0.0, 2.0, 0.0, 2020-04-05 00:00:00, 0.0, 10.0
0.0, 0.0, 5.0, 0.0, 2020-04-06 00:00:00, 0.0, 9.0
0.0, 0.0, 4.5, 0.0, 2020-04-07 00:00:00, 0.0, 9.0
0.0, 0.0, 5.0, 0.0, 2020-04-08 00:00:00, 0.0, 10.0
8.2, 8.2, 6.0, 0.0, 2020-04-09 00:00:00, 0.0, 8.0
1.0, 1.0, 6.0, 0.0, 2020-04-10 00:00:00, 0.0, 9.0
0.0, 0.0, 5.0, 0.0, 2020-04-11 00:00:00, 0.0, 13.0
0.0, 0.0, 5.5, 0.0, 2020-04-12 00:00:00, 0.0, 11.5
0.0, 0.0, 6.0, 0.0, 2020-04-13 00:00:00, 0.0, 10.0
0.0, 0.0, 6.0, 0.0, 2020-04-14 00:00:00, 0.0, 10.0
0.0, 0.0, 7.0, 0.0, 2020-04-15 00:00:00, 0.0, 13.0
0.0, 0.0, 7.0, 0.0, 2020-04-16 00:00:00, 0.0, 9.0
0.0, 0.0, 7.5, 0.0, 2020-04-17 00:00:00, 0.0, 11.0
0.6, 0.6, 8.0, 0.0, 2020-04-18 00:00:00, 0.0, 9.5
0.0, 0.0, 6.0, 0.0, 2020-04-19 00:00:00, 0.0, 10.5
0.6, 0.6, 7.0, 0.0, 2020-04-20 00:00:00, 0.0, 10.0
7.8, 7.8, 8.0, 0.0, 2020-04-21 00:00:00, 0.0, 9.5
13.6, 13.6, 7.0, 0.0, 2020-04-22 00:00:00, 0.0, 9.5
8.3, 8.3, 7.0, 0.0, 2020-04-23 00:00:00, 0.0, 11.0
8.0, 8.0, 8.0, 0.0, 2020-04-24 00:00:00, 0.0, 11.5
11.3, 11.3, 8.0, 0.0, 2020-04-25 00:00:00, 0.0, 11.0
14.8, 14.8, 7.5, 0.0, 2020-04-26 00:00:00, 0.0, 9.5
0.6, 0.6, 8.0, 0.0, 2020-04-27 00:00:00, 0.0, 10.5
1.8, 1.8, 7.5, 0.0, 2020-04-28 00:00:00, 0.0, 9.5
13.8, 13.8, 8.5, 0.0, 2020-04-29 00:00:00, 0.0, 10.0
0.0, 0.0, 7.0, 0.0, 2020-04-30 00:00:00, 0.0, 12.5
4.4, 4.4, 7.5, 0.0, 2020-05-01 00:00:00, 0.0, 12.5
24.4, 24.4, 8.0, 0.0, 2020-05-02 00:00:00, 0.0, 10.0
11.3, 11.3, 6.0, 0.0, 2020-05-03 00:00:00, 0.0, 8.5
5.2, 5.2, 7.0, 0.0, 2020-05-04 00:00:00, 0.0, 11.5
8.5, 8.5, 8.0, 0.0, 2020-05-05 00:00:00, 0.0, 14.0
4.5, 4.5, 8.0, 0.0, 2020-05-06 00:00:00, 0.0, 13.0
0.0, 0.0, 6.0, 0.0, 2020-05-07 00:00:00, 0.0, 14.5
0.0, 0.0, 9.0, 0.0, 2020-05-08 00:00:00, 0.0, 15.5
0.0, 0.0, 10.0, 0.0, 2020-05-09 00:00:00, 0.0, 18.5
0.0, 0.0, 15.5, 0.0, 2020-05-10 00:00:00, 0.0, 22.5
0.0, 0.0, 16.5, 0.0, 2020-05-11 00:00:00, 0.0, 21.5
0.0, 0.0, 10.0, 0.0, 2020-05-12 00:00:00, 0.0, 12.0
0.8, 0.8, 10.0, 0.0, 2020-05-13 00:00:00, 0.0, 15.0
0.0, 0.0, 10.0, 0.0, 2020-05-14 00:00:00, 0.0, 17.5
0.6, 0.6, 10.0, 0.0, 2020-05-15 00:00:00, 0.0, 15.0
5.4, 5.4, 10.5, 0.0, 2020-05-16 00:00:00, 0.0, 14.0
1.8, 1.8, 11.5, 0.0, 2020-05-17 00:00:00, 0.0, 15.0
0.0, 0.0, 10.0, 0.0, 2020-05-18 00:00:00, 0.0, 16.0
2.8, 2.8, 10.0, 0.0, 2020-05-19 00:00:00, 0.0, 16.0
2.2, 2.2, 9.0, 0.0, 2020-05-20 00:00:00, 0.0, 14.0
0.0, 0.0, 8.0, 0.0, 2020-05-21 00:00:00, 0.0, 17.0
0.0, 0.0, 9.0, 0.0, 2020-05-22 00:00:00, 0.0, 12.0
12.6, 12.6, 9.0, 0.0, 2020-05-23 00:00:00, 0.0, 11.5
10.8, 10.8, 10.5, 0.0, 2020-05-24 00:00:00, 0.0, 11.5
0.0, 0.0, 9.0, 0.0, 2020-05-25 00:00:00, 0.0, 14.0
0.0, 0.0, 10.0, 0.0, 2020-05-26 00:00:00, 0.0, 14.0
0.8, 0.8, 9.0, 0.0, 2020-05-27 00:00:00, 0.0, 13.5
1.5, 1.5, 10.0, 0.0, 2020-05-28 00:00:00, 0.0, 13.0
0.0, 0.0, 10.0, 0.0, 2020-05-29 00:00:00, 0.0, 15.5
0.0, 0.0, 10.0, 0.0, 2020-05-30 00:00:00, 0.0, 15.0
1.0, 1.0, 10.0, 0.0, 2020-05-31 00:00:00, 0.0, 14.0
7.2, 7.2, 10.0, 0.0, 2020-06-01 00:00:00, 0.0, 14.0
10.5, 10.5, 9.0, 0.0, 2020-06-02 00:00:00, 0.0, 16.0
13.4, 13.4, 9.0, 0.0, 2020-06-03 00:00:00, 0.0, 14.0
12.0, 12.0, 10.0, 0.0, 2020-06-04 00:00:00, 0.0, 13.0
0.0, 0.0, 9.0, 0.0, 2020-06-05 00:00:00, 0.0, 15.0
1.4, 1.4, 10.0, 0.0, 2020-06-06 00:00:00, 0.0, 14.0
0.0, 0.0, 10.0, 0.0, 2020-06-07 00:00:00, 0.0, 15.0
0.4, 0.4, 10.0, 0.0, 2020-06-08 00:00:00, 0.0, 15.0
3.2, 3.2, 10.0, 0.0, 2020-06-09 00:00:00, 0.0, 12.0
10.8, 10.8, 11.0, 0.0, 2020-06-10 00:00:00, 0.0, 12.0
1.8, 1.8, 11.0, 0.0, 2020-06-11 00:00:00, 0.0, 15.0
1.8, 1.8, 10.5, 0.0, 2020-06-12 00:00:00, 0.0, 15.5
0.0, 0.0, 10.0, 0.0, 2020-06-13 00:00:00, 0.0, 15.5
1.8, 1.8, 11.0, 0.0, 2020-06-14 00:00:00, 0.0, 16.0
4.6, 4.6, 11.0, 0.0, 2020-06-15 00:00:00, 0.0, 12.5
0.0, 0.0, 11.0, 0.0, 2020-06-16 00:00:00, 0.0, 16.0
3.8, 3.8, 12.0, 0.0, 2020-06-17 00:00:00, 0.0, 16.0
37.4, 37.4, 12.0, 0.0, 2020-06-18 00:00:00, 0.0, 14.0
61.4, 61.4, 13.0, 0.0, 2020-06-19 00:00:00, 0.0, 15.0
15.0, 15.0, 11.0, 0.0, 2020-06-20 00:00:00, 0.0, 14.0
4.6, 4.6, 11.0, 0.0, 2020-06-21 00:00:00, 0.0, 16.0
23.4, 23.4, 11.0, 0.0, 2020-06-22 00:00:00, 0.0, 13.0
0.0, 0.0, 11.0, 0.0, 2020-06-23 00:00:00, 0.0, 15.0
0.0, 0.0, 11.5, 0.0, 2020-06-24 00:00:00, 0.0, 15.0
15.2, 15.2, 11.0, 0.0, 2020-06-25 00:00:00, 0.0, 14.0
13.2, 13.2, 10.0, 0.0, 2020-06-26 00:00:00, 0.0, 13.0
1.0, 1.0, 11.0, 0.0, 2020-06-27 00:00:00, 0.0, 16.0
0.0, 0.0, 11.0, 0.0, 2020-06-28 00:00:00, 0.0, 16.0
1.0, 1.0, 12.0, 0.0, 2020-06-29 00:00:00, 0.0, 16.0
0.0, 0.0, 11.0, 0.0, 2020-06-30 00:00:00, 0.0, 16.0
0.0, 0.0, 11.0, 0.0, 2020-07-01 00:00:00, 0.0, 15.0
0.0, 0.0, 11.0, 0.0, 2020-07-02 00:00:00, 0.0, 14.0
0.0, 0.0, 12.0, 0.0, 2020-07-03 00:00:00, 0.0, 18.5
0.0, 0.0, 12.5, 0.0, 2020-07-04 00:00:00, 0.0, 18.5
0.0, 0.0, 11.5, 0.0, 2020-07-05 00:00:00, 0.0, 18.5
2.2, 2.2, 12.5, 0.0, 2020-07-06 00:00:00, 0.0, 17.5
0.8, 0.8, 12.0, 0.0, 2020-07-07 00:00:00, 0.0, 17.0
4.0, 4.0, 12.5, 0.0, 2020-07-08 00:00:00, 0.0, 15.0
1.2, 1.2, 13.0, 0.0, 2020-07-09 00:00:00, 0.0, 18.0
21.2, 21.2, 12.5, 0.0, 2020-07-10 00:00:00, 0.0, 13.5
6.0, 6.0, 11.0, 0.0, 2020-07-11 00:00:00, 0.0, 14.0
0.0, 0.0, 11.5, 0.0, 2020-07-12 00:00:00, 0.0, 17.5
0.0, 0.0, 12.0, 0.0, 2020-07-13 00:00:00, 0.0, 19.0
18.4, 18.4, 12.5, 0.0, 2020-07-14 00:00:00, 0.0, 14.5
20.4, 20.4, 13.0, 0.0, 2020-07-15 00:00:00, 0.0, 14.0
0.4, 0.4, 14.0, 0.0, 2020-07-16 00:00:00, 0.0, 15.0
1.8, 1.8, 12.0, 0.0, 2020-07-17 00:00:00, 0.0, 17.5
32.0, 32.0, 13.0, 0.0, 2020-07-18 00:00:00, 0.0, 14.5
0.0, 0.0, 14.0, 0.0, 2020-07-19 00:00:00, 0.0, 17.0
1.8, 1.8, 13.0, 0.0, 2020-07-20 00:00:00, 0.0, 18.0
1.6, 1.6, 14.0, 0.0, 2020-07-21 00:00:00, 0.0, 18.0
0.0, 0.0, 13.0, 0.0, 2020-07-22 00:00:00, 0.0, 18.0
2.4, 2.4, 13.0, 0.0, 2020-07-23 00:00:00, 0.0, 15.0
0.0, 0.0, 13.0, 0.0, 2020-07-24 00:00:00, 0.0, 19.5
0.6, 0.6, 13.0, 0.0, 2020-07-25 00:00:00, 0.0, 18.0
0.0, 0.0, 14.0, 0.0, 2020-07-26 00:00:00, 0.0, 20.0
0.0, 0.0, 13.5, 0.0, 2020-07-27 00:00:00, 0.0, 18.0
0.0, 0.0, 13.0, 0.0, 2020-07-28 00:00:00, 0.0, 18.0
0.0, 0.0, 12.0, 0.0, 2020-07-29 00:00:00, 0.0, 18.0
0.0, 0.0, 13.5, 0.0, 2020-07-30 00:00:00, 0.0, 21.0
2.6, 2.6, 14.0, 0.0, 2020-07-31 00:00:00, 0.0, 19.0
9.0, 9.0, 15.0, 0.0, 2020-08-01 00:00:00, 0.0, 19.5
43.6, 43.6, 15.0, 0.0, 2020-08-02 00:00:00, 0.0, 17.0
0.0, 0.0, 14.0, 0.0, 2020-08-03 00:00:00, 0.0, 18.0
1.0, 1.0, 13.0, 0.0, 2020-08-04 00:00:00, 0.0, 19.0
32.0, 32.0, 13.5, 0.0, 2020-08-05 00:00:00, 0.0, 16.0
1.6, 1.6, 14.0, 0.0, 2020-08-06 00:00:00, 0.0, 17.0
7.0, 7.0, 13.5, 0.0, 2020-08-07 00:00:00, 0.0, 17.0
0.0, 0.0, 13.5, 0.0, 2020-08-08 00:00:00, 0.0, 19.0
5.6, 5.6, 12.5, 0.0, 2020-08-09 00:00:00, 0.0, 15.0
0.0, 0.0, 13.0, 0.0, 2020-08-10 00:00:00, 0.0, 17.5
0.0, 0.0, 12.5, 0.0, 2020-08-11 00:00:00, 0.0, 16.5
0.0, 0.0, 12.0, 0.0, 2020-08-12 00:00:00, 0.0, 18.5
1.0, 1.0, 12.5, 0.0, 2020-08-13 00:00:00, 0.0, 19.0
26.0, 26.0, 14.0, 0.0, 2020-08-14 00:00:00, 0.0, 16.0
1.6, 1.6, 15.0, 0.0, 2020-08-15 00:00:00, 0.0, 17.0
0.2, 0.2, 15.0, 0.0, 2020-08-16 00:00:00, 0.0, 21.5
17.6, 17.6, 15.0, 0.0, 2020-08-17 00:00:00, 0.0, 16.5
0.0, 0.0, 13.5, 0.0, 2020-08-18 00:00:00, 0.0, 19.5
8.0, 8.0, 13.0, 0.0, 2020-08-19 00:00:00, 0.0, 16.5
18.6, 18.6, 15.0, 0.0, 2020-08-20 00:00:00, 0.0, 17.5
26.2, 26.2, 14.0, 0.0, 2020-08-21 00:00:00, 0.0, 15.0
0.0, 0.0, 14.0, 0.0, 2020-08-22 00:00:00, 0.0, 17.0
6.6, 6.6, 14.0, 0.0, 2020-08-23 00:00:00, 0.0, 18.5
0.0, 0.0, 13.0, 0.0, 2020-08-24 00:00:00, 0.0, 18.0
4.4, 4.4, 14.0, 0.0, 2020-08-25 00:00:00, 0.0, 16.5
0.0, 0.0, 14.0, 0.0, 2020-08-26 00:00:00, 0.0, 19.0
9.0, 9.0, 13.0, 0.0, 2020-08-27 00:00:00, 0.0, 16.0
0.0, 0.0, 14.0, 0.0, 2020-08-28 00:00:00, 0.0, 19.0
0.0, 0.0, 14.0, 0.0, 2020-08-29 00:00:00, 0.0, 19.5
16.6, 16.6, 12.0, 0.0, 2020-08-30 00:00:00, 0.0, 14.0
7.4, 7.4, 13.5, 0.0, 2020-08-31 00:00:00, 0.0, 15.0
20.2, 20.2, 14.0, 0.0, 2020-09-01 00:00:00, 0.0, 15.0
11.0, 11.0, 13.0, 0.0, 2020-09-02 00:00:00, 0.0, 15.0
13.4, 13.4, 13.0, 0.0, 2020-09-03 00:00:00, 0.0, 16.0
0.0, 0.0, 13.0, 0.0, 2020-09-04 00:00:00, 0.0, 18.5
0.8, 0.8, 14.0, 0.0, 2020-09-05 00:00:00, 0.0, 17.5
0.0, 0.0, 15.0, 0.0, 2020-09-06 00:00:00, 0.0, 18.0
0.0, 0.0, 14.0, 0.0, 2020-09-07 00:00:00, 0.0, 24.0
0.0, 0.0, 15.0, 0.0, 2020-09-08 00:00:00, 0.0, 21.0
0.0, 0.0, 14.5, 0.0, 2020-09-09 00:00:00, 0.0, 21.0
0.0, 0.0, 15.5, 0.0, 2020-09-10 00:00:00, 0.0, 20.5
0.0, 0.0, 14.0, 0.0, 2020-09-11 00:00:00, 0.0, 19.0
0.0, 0.0, 13.5, 0.0, 2020-09-12 00:00:00, 0.0, 17.0
1.8, 1.8, 13.0, 0.0, 2020-09-13 00:00:00, 0.0, 14.5
0.0, 0.0, 13.5, 0.0, 2020-09-14 00:00:00, 0.0, 17.5
0.2, 0.2, 14.0, 0.0, 2020-09-15 00:00:00, 0.0, 20.5
0.0, 0.0, 15.5, 0.0, 2020-09-16 00:00:00, 0.0, 19.5
0.0, 0.0, 15.0, 0.0, 2020-09-17 00:00:00, 0.0, 19.5
0.2, 0.2, 13.5, 0.0, 2020-09-18 00:00:00, 0.0, 16.0
4.2, 4.2, 14.5, 0.0, 2020-09-19 00:00:00, 0.0, 16.5
3.8, 3.8, 13.0, 0.0, 2020-09-20 00:00:00, 0.0, 15.5
4.2, 4.2, 12.0, 0.0, 2020-09-21 00:00:00, 0.0, 18.5
9.4, 9.4, 12.0, 0.0, 2020-09-22 00:00:00, 0.0, 16.0
25.4, 25.4, 13.5, 0.0, 2020-09-23 00:00:00, 0.0, 16.0
12.6, 12.6, 12.5, 0.0, 2020-09-24 00:00:00, 0.0, 15.0
3.2, 3.2, 10.5, 0.0, 2020-09-25 00:00:00, 0.0, 15.5
4.6, 4.6, 10.5, 0.0, 2020-09-26 00:00:00, 0.0, 15.5
21.2, 21.2, 10.5, 0.0, 2020-09-27 00:00:00, 0.0, 14.0
34.6, 34.6, 12.5, 0.0, 2020-09-28 00:00:00, 0.0, 14.0
0.2, 0.2, 14.0, 0.0, 2020-09-29 00:00:00, 0.0, 18.5
0.2, 0.2, 15.0, 0.0, 2020-09-30 00:00:00, 0.0, 17.0
0.0, 0.0, 14.5, 0.0, 2020-10-01 00:00:00, 0.0, 19.5
0.8, 0.8, 13.0, 0.0, 2020-10-02 00:00:00, 0.0, 18.5
0.8, 0.8, 13.0, 0.0, 2020-10-03 00:00:00, 0.0, 15.0
10.8, 10.8, 12.5, 0.0, 2020-10-04 00:00:00, 0.0, 17.5
65.8, 65.8, 12.0, 0.0, 2020-10-05 00:00:00, 0.0, 13.5
0.6, 0.6, 11.5, 0.0, 2020-10-06 00:00:00, 0.0, 14.0
0.6, 0.6, 11.0, 0.0, 2020-10-07 00:00:00, 0.0, 13.0
